36;AEROCARIBBEAN AIRLINES;-0- ;CUBA;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;;;;;;;;;;;;;;;
6863;HIGUERA GUERRERO, Ismael;individual;SDNTK;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 17 Mar 1961;;;;;;;;;;;;;;;
6864;KHAN, Nasir Ali;individual;SDNTK;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 01 Oct 1955;;;;;;;;;;;;;;;
6865;MALHERBE DE LEON, Oscar;individual;SDNTK;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 10 Jan 1964;;;;;;;;;;;;;;;
6866;RAMON MAGANA, Alcides;individual;SDNTK;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 04 Sep 1957.;;;;;;;;;;;;;;;
6895;UNITED SELF-DEFENSE FORCES OF COLOMBIA;-0- ;SDNTK] [SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;;;;;;;;;;;;;;;
6896;ASBAT AL-ANSAR;-0- ;FTO] [SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;;;;;;;;;;;;;;;
6897;SALAFIST GROUP FOR CALL AND COMBAT;-0- ;FTO] [SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;;;;;;;;;;;;;;;
6898;LIBYAN ISLAMIC FIGHTING GROUP;-0- ;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;;;;;;;;;;;;;;;
6899;AL-ITIHAAD AL-ISLAMIYA;-0- ;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;;;;;;;;;;;;;;;
6900;ISLAMIC ARMY OF ADEN;-0- ;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;;;;;;;;;;;;;;;
6901;AL-ADL, Sayf;individual;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 1963;;;;;;;;;;;;;;;
6903;AL-WALID, Mahfouz Ould;individual;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 01 Jan 1975;;;;;;;;;;;;;;;
6905;HUSAYN, Zayn al-Abidin Muhammad;individual;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 12 Mar 1971;;;;;;;;;;;;;;;
6906;AL-IRAQI, Abd al-Hadi;individual;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 1961;;;;;;;;;;;;;;;
6907;SHIHATA, Thirwat Salah;individual;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 29 Jun 1960;;;;;;;;;;;;;;;
6908;AHMAD, Tariq Anwar al-Sayyid;individual;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 15 Mar 1963;;;;;;;;;;;;;;;
6910;MAKHTAB AL-KHIDAMAT/AL KIFAH;-0- ;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;;;;;;;;;;;;;;;
6911;WAFA HUMANITARIAN ORGANIZATION;-0- ;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;;;;;;;;;;;;;;;
6912;AL RASHID TRUST;-0- ;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Operations in Afghanistan: Herat, Jalalabad, Kabul, Kandahar, Mazar Sharif.  Also operations in: Kosovo, Chechnya.;;;;;;;;;;;;;;;
6913;MAMOUN DARKAZANLI IMPORT-EXPORT COMPANY;-0- ;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;;;;;;;;;;;;;;;
6915;ABDULLAH, Abdullah Ahmed;individual;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 1963;;;;;;;;;;;;;;;
6916;ALI, Ahmed Mohammed Hamed;individual;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 1965;;;;;;;;;;;;;;;
6918;AL-MUGHASSIL, Ahmad Ibrahim;individual;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 26 Jun 1967;;;;;;;;;;;;;;;
6919;AL-NASSER, Abdelkarim Hussein Mohamed;individual;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;POB Al Ihsa, Saudi Arabia;;;;;;;;;;;;;;;
6920;AL-YACOUB, Ibrahim Salih Mohammed;individual;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 16 Oct 1966;;;;;;;;;;;;;;;
6921;ATWA, Ali;individual;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 1960;;;;;;;;;;;;;;;
6923;EL-HOORIE, Ali Saed Bin Ali;individual;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 10 Jul 1965;;;;;;;;;;;;;;;
6924;FADHIL, Mustafa Mohamed;individual;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 23 Jun 1976;;;;;;;;;;;;;;;
6925;GHAILANI, Ahmed Khalfan;individual;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 14 Mar 1974;;;;;;;;;;;;;;;
6926;IZZ-AL-DIN, Hasan;individual;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 1963;;;;;;;;;;;;;;;
6927;MOHAMMED, Fazul Abdullah;individual;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 25 Aug 1972;;;;;;;;;;;;;;;
6928;MOHAMMED, Khalid Shaikh;individual;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 14 Apr 1965;;;;;;;;;;;;;;;
6931;YASIN, Abdul Rahman;individual;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 10 Apr 1960;;;;;;;;;;;;;;;
6932;AL-HAMATI SWEETS BAKERIES;-0- ;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;;;;;;;;;;;;;;;
6935;JAISH-I-MOHAMMED;-0- ;FTO] [SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;;;;;;;;;;;;;;;
6936;JAM'YAH TA'AWUN AL-ISLAMIA;-0- ;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;;;;;;;;;;;;;;;
6937;RABITA TRUST;-0- ;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;;;;;;;;;;;;;;;
6938;AGHA, Haji Abdul Manan;individual;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;;;;;;;;;;;;;;;
6939;AL-AHDAL, Mohammad Hamdi Mohammad Sadiq;individual;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 19 Nov 1971;;;;;;;;;;;;;;;
6940;AL-HAQ, Amin;individual;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 1960;;;;;;;;;;;;;;;
6941;HAMDAN, Salim Ahmad Salim;individual;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 1965;;;;;;;;;;;;;;;
6944;AL-SHARIF, Sa'd Abdullah Hussein;individual;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 1969;;;;;;;;;;;;;;;
6945;BIN MARWAN, Bilal;individual;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 1947.;;;;;;;;;;;;;;;
6946;BIN MUHAMMAD, Ayadi Chafiq;individual;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 21 Jan 1963;;;;;;;;;;;;;;;
6947;DARKAZANLI, Mamoun;individual;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 04 Aug 1958;;;;;;;;;;;;;;;
6948;HIJAZI, Riad;individual;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 1968;;;;;;;;;;;;;;;
6950;UTHMAN, Omar Mahmoud;individual;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 30 Dec 1960;;;;;;;;;;;;;;;
7006;AWEYS, Hassan Dahir;individual;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 1935;;;;;;;;;;;;;;;
7114;AL-AQSA ISLAMIC BANK;-0- ;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;;;;;;;;;;;;;;;
7115;BEIT EL-MAL HOLDINGS;-0- ;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;;;;;;;;;;;;;;;
7116;HOLY LAND FOUNDATION FOR RELIEF AND DEVELOPMENT;-0- ;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;US FEIN 95-4227517;;;;;;;;;;;;;;;
7132;UMMAH TAMEER E-NAU;-0- ;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;a.k.a. 'UTN'.;;;;;;;;;;;;;;;
7133;MAHMOOD, Sultan Bashir-Ud-Din;individual;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 1937;;;;;;;;;;;;;;;
7135;MAJEED, Abdul;individual;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 15 Apr 1939;;;;;;;;;;;;;;;
7138;TUFAIL, Mohammed;individual;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 05 May 1930;;;;;;;;;;;;;;;
7140;LASHKAR E-TAYYIBA;-0- ;FTO] [SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;a.k.a. 'JUD';;;;;;;;;;;;;;;
7141;CONTINUITY IRA;-0- ;FTO] [SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;a.k.a. 'CIRA'.;;;;;;;;;;;;;;;
7142;FIRST OF OCTOBER ANTIFASCIST RESISTANCE GROUP;-0- ;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;a.k.a. 'GRAPO'.;;;;;;;;;;;;;;;
7143;LOYALIST VOLUNTEER FORCE;-0- ;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;a.k.a. 'LVF'.;;;;;;;;;;;;;;;
7144;ORANGE VOLUNTEERS;-0- ;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;;;;;;;;;;;;;;;
7145;RED HAND DEFENDERS;-0- ;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;a.k.a. 'RHD'.;;;;;;;;;;;;;;;
7146;ULSTER DEFENCE ASSOCIATION;-0- ;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;;;;;;;;;;;;;;;
7148;BOULGHITI, Boubekeur;individual;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 13 Feb 1970;;;;;;;;;;;;;;;
7149;REVIVAL OF ISLAMIC HERITAGE SOCIETY;-0- ;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;a.k.a. 'RIHS';;;;;;;;;;;;;;;
7150;AL-LIBI, Abd al-Muhsin;individual;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 1966;;;;;;;;;;;;;;;
7151;ACCESOS ELECTRONICOS S.A.DE C.V.;-0- ;SDNTK;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;;;;;;;;;;;;;;;
7152;ADMINISTRADORA DE INMUEBLES VIDA, S.A. DE C.V.;-0- ;SDNTK;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;;;;;;;;;;;;;;;
7153;ADP, S.C.;-0- ;SDNTK;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;;;;;;;;;;;;;;;
7154;COMPLEJO TURISTICO OASIS, S.A. DE C.V.;-0- ;SDNTK;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;;;;;;;;;;;;;;;
7156;DISTRIBUIDORA IMPERIAL DE BAJA CALIFORNIA, S.A. DE C.V.;-0- ;SDNTK;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;R.F.C. DIB-771110-HQ1 (Mexico).;;;;;;;;;;;;;;;
7157;FARMACIA VIDA SUPREMA, S.A. DE C.V.;-0- ;SDNTK;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;R.F.C. FVS-870610-LX3 (Mexico).;;;;;;;;;;;;;;;
7158;FORPRES, S.C.;-0- ;SDNTK;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;;;;;;;;;;;;;;;
7160;GEX EXPLORE S. DE R.L. DE C.V.;-0- ;SDNTK;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;;;;;;;;;;;;;;;
7161;OPERADORA VALPARK, S.A. DE C.V.;-0- ;SDNTK;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;;;;;;;;;;;;;;;
7162;VALPARK, S.A. DE C.V.;-0- ;SDNTK;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;;;;;;;;;;;;;;;
7163;AGUILAR AMAO, Miguel;individual;SDNTK;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 29 Sep 1953;;;;;;;;;;;;;;;
7164;AGUIRRE GALINDO, Manuel;individual;SDNTK;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 02 Nov 1950;;;;;;;;;;;;;;;
7166;ARELLANO FELIX, Enedina;individual;SDNTK;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 12 Apr 1961.;;;;;;;;;;;;;;;
7167;FREGOSO AMEZQUITA, Maria Antonieta;individual;SDNTK;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 29 Oct 1952;;;;;;;;;;;;;;;
7169;GIL GARCIA, Jose Alejandro;individual;SDNTK;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 22 Jan 1952;;;;;;;;;;;;;;;
7170;HERNANDEZ PULIDO, Maria Elda;individual;SDNTK;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 18 Aug 1971;;;;;;;;;;;;;;;
7172;MIJARES TRANCOSO, Gilberto;individual;SDNTK;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 04 Feb 1951;;;;;;;;;;;;;;;
7173;MORENO MEDINA, Luis Ignacio;individual;SDNTK;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 26 May 1953;;;;;;;;;;;;;;;
7174;OROPEZA MEDRANO, Francisco Javier;individual;SDNTK;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 23 Feb 1968;;;;;;;;;;;;;;;
7176;RAMIREZ AGUIRRE, Sergio Humberto;individual;SDNTK;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 22 Nov 1951.;;;;;;;;;;;;;;;
7177;TOLEDO CARREJO, Luis Raul;individual;SDNTK;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 30 Jan 1959;;;;;;;;;;;;;;;
7178;ABAUNZA MARTINEZ, Javier;individual;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 01 Jan 1965;;;;;;;;;;;;;;;
7179;ALBERDI URANGA, Itziar;individual;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 07 Oct 1963;;;;;;;;;;;;;;;
7180;ALCALDE LINARES, Angel;individual;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 02 May 1943;;;;;;;;;;;;;;;
7181;ALBISU IRIARTE, Miguel;individual;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 07 Jun 1961;;;;;;;;;;;;;;;
7182;ARZALLUS TAPIA, Eusebio;individual;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 08 Nov 1957;;;;;;;;;;;;;;;
7183;ELCORO AYASTUY, Paulo;individual;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 22 Oct 1973;;;;;;;;;;;;;;;
7184;FIGAL ARRANZ, Antonio Agustin;individual;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 02 Dec 1972;;;;;;;;;;;;;;;
7185;GOGEASCOECHEA ARRONATEGUI, Eneko;individual;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 29 Apr 1967;;;;;;;;;;;;;;;
7186;GOIRICELAYA GONZALEZ, Cristina;individual;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 23 Dec 1967;;;;;;;;;;;;;;;
7187;IPARRAGUIRRE GUENECHEA, Maria Soledad;individual;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 25 Apr 1961;;;;;;;;;;;;;;;
7188;MORCILLO TORRES, Gracia;individual;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 15 Mar 1967;;;;;;;;;;;;;;;
7189;MUGICA GONI, Ainhoa;individual;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 27 Jun 1970;;;;;;;;;;;;;;;
7190;MUNOA ORDOZGOITI, Alona;individual;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 06 Jul 1976;;;;;;;;;;;;;;;
7191;NARVAEZ GONI, Juan Jesus;individual;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 23 Feb 1961;;;;;;;;;;;;;;;
7192;OLARRA GURIDI, Juan Antonio;individual;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 11 Sep 1967;;;;;;;;;;;;;;;
7193;ORBE SEVILLANO, Zigor;individual;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 22 Sep 1975;;;;;;;;;;;;;;;
7194;OTEGUI UNANUE, Mikel;individual;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 08 Oct 1972;;;;;;;;;;;;;;;
7195;PEREZ ARAMBURU, Jon Inaki;individual;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 18 Sep 1964;;;;;;;;;;;;;;;
7196;SAEZ DE EGUILAZ MURGUIONDO, Carlos;individual;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 09 Dec 1963;;;;;;;;;;;;;;;
7197;URANGA ARTOLA, Kemen;individual;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 25 May 1969;;;;;;;;;;;;;;;
7198;VILA MICHELENA, Fermin;individual;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 12 Mar 1970;;;;;;;;;;;;;;;
7199;AL-HARAMAIN ISLAMIC FOUNDATION;-0- ;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;;;;;;;;;;;;;;;
7200;AL-AQSA MARTYRS BRIGADE;-0- ;FTO] [SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;;;;;;;;;;;;;;;
7201;THE AID ORGANIZATION OF THE ULEMA;-0- ;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Operations in Afghanistan: Herat, Jalalabad, Kabul, Kandahar, Mazar Sharif;;;;;;;;;;;;;;;
7203;AOUADI, Mohamed Ben Belgacem;individual;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 11 Dec 1974;;;;;;;;;;;;;;;
7204;BEN HENI, Lased;individual;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 05 Feb 1969;;;;;;;;;;;;;;;
7205;BOUCHOUCHA, Mokhtar;individual;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 13 Oct 1969;;;;;;;;;;;;;;;
7207;ES SAYED, Abdelkader Mahmoud;individual;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 26 Dec 1962;;;;;;;;;;;;;;;
7208;ESSID, Sami Ben Khemais;individual;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 10 Feb 1968;;;;;;;;;;;;;;;
7209;AL-FAWAZ, Khalid Abd al-Rahman Hamd;individual;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 25 Aug 1962;;;;;;;;;;;;;;;
7210;AL-MASRI, Abu Hamza;individual;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 15 Apr 1958.;;;;;;;;;;;;;;;
7211;APAOLAZA SANCHO, Ivan;individual;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 10 Nov 1971;;;;;;;;;;;;;;;
7212;BERASATEGUI ESCUDERO, Ismael;individual;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 15 Mar 1963;;;;;;;;;;;;;;;
7213;GALLASTEGUI SODUPE, Lexuri;individual;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 18 Jun 1969;;;;;;;;;;;;;;;
7214;PALACIOS ALDAY, Gorka;individual;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 17 Oct 1974;;;;;;;;;;;;;;;
7215;QUINTANA ZORROZUA, Asier;individual;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 27 Feb 1968;;;;;;;;;;;;;;;
7216;RUBENACH ROIG, Juan Luis;individual;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 18 Sep 1964;;;;;;;;;;;;;;;
7217;ZUBIAGA BRAVO, Manex;individual;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 14 Aug 1979;;;;;;;;;;;;;;;
7219;ASKATASUNA;-0- ;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;;;;;;;;;;;;;;;
7220;DA COSTA, Luis Fernando;individual;SDNTK;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 04 Jul 1967;;;;;;;;;;;;;;;
7221;GONZALEZ QUIRARTE, Eduardo;individual;SDNTK;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 28 Aug 1962;;;;;;;;;;;;;;;
7222;IBRAHIM, Haji;individual;SDNTK;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 28 Sep 1957;;;;;;;;;;;;;;;
7223;KNOWLES, Samuel;individual;SDNTK;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 28 May 1959;;;;;;;;;;;;;;;
7224;TUITO, Oded;individual;SDNTK;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 27 Dec 1959;;;;;;;;;;;;;;;
7226;ZAMBADA GARCIA, Ismael;individual;SDNTK] [ILLICIT-DRUGS-EO14059;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 1948;;;;;;;;;;;;;;;
7227;BABBAR KHALSA INTERNATIONAL;-0- ;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;;;;;;;;;;;;;;;
7228;INTERNATIONAL SIKH YOUTH FEDERATION;-0- ;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;a.k.a. 'ISYF'.;;;;;;;;;;;;;;;
7234;NEW PEOPLE'S ARMY / COMMUNIST PARTY OF THE PHILIPPINES;-0- ;FTO] [SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;a.k.a. 'CPP';;;;;;;;;;;;;;;
7235;SISON, Jose Maria;individual;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 08 Feb 1938;;;;;;;;;;;;;;;
7251;BEN SOLTANE, Adel;individual;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 14 Jul 1970;;;;;;;;;;;;;;;
7252;BEN ATTIA, Nabil Ben Mohamed Ben Ali;individual;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 11 May 1966;;;;;;;;;;;;;;;
7253;CHEKKOURI, Yassine;individual;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 06 Oct 1966;;;;;;;;;;;;;;;
7254;JELASSI, Riadh Ben Belkassem Ben Mohamed;individual;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 15 Dec 1970;;;;;;;;;;;;;;;
7255;KAMMOUN, Mehdi;individual;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 03 Apr 1968;;;;;;;;;;;;;;;
7256;KISHK, Samir;individual;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 14 May 1955;;;;;;;;;;;;;;;
7257;MAAROUFI, Tarek Ben Habib Ben Al-Toumi;individual;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 23 Nov 1965;;;;;;;;;;;;;;;
7258;REMADNA, Abdelhalim;individual;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 02 Apr 1966;;;;;;;;;;;;;;;
7259;THAER, Mansour;individual;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 21 Mar 1974;;;;;;;;;;;;;;;
7260;TLILI, Al-Azhar Ben Ammar Ben Abadallah;individual;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 26 Mar 1969;;;;;;;;;;;;;;;
7261;WADDANI, Habib;individual;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 10 Jun 1970;;;;;;;;;;;;;;;
7262;EASTERN TURKISTAN ISLAMIC MOVEMENT;-0- ;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;;;;;;;;;;;;;;;
7263;JULAIDAN, Wa'el Hamza Abd Al-Fatah;individual;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 22 Jan 1958;;;;;;;;;;;;;;;
7264;BAHAJI, Said;individual;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 15 Jul 1975;;;;;;;;;;;;;;;
